datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2859.69,ssb-flat,10
delta,trino,ssb_flat_q_20,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2676.0,ssb-flat,10
delta,trino,ssb_flat_q_20,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1755.0,ssb-flat,10
delta,trino,ssb_flat_q_20,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2239.0,ssb-flat,10
delta,trino,ssb_flat_q_20,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2345.0,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,638.0,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1148.0,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1063.0,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,917.0,ssb-flat,10
delta,trino,ssb_flat_q_21,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2878.0,ssb-flat,10
delta,trino,ssb_flat_q_21,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1049.0,ssb-flat,10
delta,trino,ssb_flat_q_21,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,972.0,ssb-flat,10
delta,trino,ssb_flat_q_21,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1004.0,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,819.0,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,971.0,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,846.0,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,759.0,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,856.0,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,848.0,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1020.0,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1269.0,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1112.0,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,953.0,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,947.0,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,918.0,ssb-flat,10
delta,trino,ssb_flat_q_22,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,868.0,ssb-flat,10
delta,trino,ssb_flat_q_22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1149.0,ssb-flat,10
delta,trino,ssb_flat_q_22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1691.0,ssb-flat,10
delta,trino,ssb_flat_q_22,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1306.0,ssb-flat,10
delta,trino,ssb_flat_q_22,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2972.0,ssb-flat,10
delta,trino,ssb_flat_q_22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1766.0,ssb-flat,10
delta,trino,ssb_flat_q_22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1270.0,ssb-flat,10
delta,trino,ssb_flat_q_22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1283.0,ssb-flat,10
delta,trino,ssb_flat_q_22,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1265.0,ssb-flat,10
delta,trino,ssb_flat_q_22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1610.0,ssb-flat,10
delta,trino,ssb_flat_q_22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1077.0,ssb-flat,10
delta,trino,ssb_flat_q_22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1746.0,ssb-flat,10
delta,trino,ssb_flat_q_22,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1124.0,ssb-flat,10
delta,trino,ssb_flat_q_22,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1183.0,ssb-flat,10
delta,trino,ssb_flat_q_22,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1618.0,ssb-flat,10
delta,trino,ssb_flat_q_22,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1427.0,ssb-flat,10
delta,trino,ssb_flat_q_22,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1254.0,ssb-flat,10
delta,trino,ssb_flat_q_22,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1165.0,ssb-flat,10
delta,trino,ssb_flat_q_22,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1443.0,ssb-flat,10
delta,trino,ssb_flat_q_22,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1158.0,ssb-flat,10
delta,trino,ssb_flat_q_23,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6786.0,ssb-flat,10
delta,trino,ssb_flat_q_23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,7460.0,ssb-flat,10
delta,trino,ssb_flat_q_23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,7787.0,ssb-flat,10
delta,trino,ssb_flat_q_23,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,7505.0,ssb-flat,10
delta,trino,ssb_flat_q_23,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,7740.0,ssb-flat,10
delta,trino,ssb_flat_q_23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,7738.0,ssb-flat,10
delta,trino,ssb_flat_q_23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8064.0,ssb-flat,10
delta,trino,ssb_flat_q_23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,7821.0,ssb-flat,10
delta,trino,ssb_flat_q_23,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,7487.0,ssb-flat,10
delta,trino,ssb_flat_q_23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,8151.0,ssb-flat,10
delta,trino,ssb_flat_q_23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,7472.0,ssb-flat,10
delta,trino,ssb_flat_q_23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7561.0,ssb-flat,10
delta,trino,ssb_flat_q_23,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,7149.0,ssb-flat,10
delta,trino,ssb_flat_q_23,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7596.0,ssb-flat,10
delta,trino,ssb_flat_q_23,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,7777.0,ssb-flat,10
delta,trino,ssb_flat_q_23,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8197.0,ssb-flat,10
delta,trino,ssb_flat_q_23,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,8001.0,ssb-flat,10
delta,trino,ssb_flat_q_23,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,7387.0,ssb-flat,10
delta,trino,ssb_flat_q_23,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,8722.0,ssb-flat,10
delta,trino,ssb_flat_q_23,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,7975.0,ssb-flat,10
delta,trino,ssb_flat_q_24,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,2712.0,ssb-flat,10
delta,trino,ssb_flat_q_24,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4014.0,ssb-flat,10
delta,trino,ssb_flat_q_24,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,5636.0,ssb-flat,10
delta,trino,ssb_flat_q_24,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,5275.0,ssb-flat,10
delta,trino,ssb_flat_q_24,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,3085.0,ssb-flat,10
delta,trino,ssb_flat_q_24,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,5717.0,ssb-flat,10
delta,trino,ssb_flat_q_24,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,6043.0,ssb-flat,10
delta,trino,ssb_flat_q_24,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5793.0,ssb-flat,10
delta,trino,ssb_flat_q_24,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3496.0,ssb-flat,10
delta,trino,ssb_flat_q_24,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,6239.0,ssb-flat,10
delta,trino,ssb_flat_q_24,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,5360.0,ssb-flat,10
delta,trino,ssb_flat_q_24,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,3189.0,ssb-flat,10
delta,trino,ssb_flat_q_24,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,5213.0,ssb-flat,10
delta,trino,ssb_flat_q_24,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2869.0,ssb-flat,10
delta,trino,ssb_flat_q_24,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,5339.0,ssb-flat,10
delta,trino,ssb_flat_q_24,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,5889.0,ssb-flat,10
delta,trino,ssb_flat_q_24,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,5511.0,ssb-flat,10
delta,trino,ssb_flat_q_24,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2865.0,ssb-flat,10
delta,trino,ssb_flat_q_24,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,5624.0,ssb-flat,10
delta,trino,ssb_flat_q_24,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,5284.0,ssb-flat,10
delta,trino,ssb_flat_q_25,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1331.0,ssb-flat,10
delta,trino,ssb_flat_q_25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2071.0,ssb-flat,10
delta,trino,ssb_flat_q_25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2442.0,ssb-flat,10
delta,trino,ssb_flat_q_25,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2163.0,ssb-flat,10
delta,trino,ssb_flat_q_25,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1630.0,ssb-flat,10
delta,trino,ssb_flat_q_25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,3007.0,ssb-flat,10
delta,trino,ssb_flat_q_25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,2905.0,ssb-flat,10
delta,trino,ssb_flat_q_25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2249.0,ssb-flat,10
delta,trino,ssb_flat_q_25,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1580.0,ssb-flat,10
delta,trino,ssb_flat_q_25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2851.0,ssb-flat,10
delta,trino,ssb_flat_q_25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2003.0,ssb-flat,10
delta,trino,ssb_flat_q_25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1850.0,ssb-flat,10
delta,trino,ssb_flat_q_25,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2273.0,ssb-flat,10
delta,trino,ssb_flat_q_25,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1431.0,ssb-flat,10
delta,trino,ssb_flat_q_25,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,2387.0,ssb-flat,10
delta,trino,ssb_flat_q_25,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,4506.0,ssb-flat,10
delta,trino,ssb_flat_q_25,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2345.0,ssb-flat,10
delta,trino,ssb_flat_q_25,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1454.0,ssb-flat,10
delta,trino,ssb_flat_q_25,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2315.0,ssb-flat,10
delta,trino,ssb_flat_q_25,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2122.0,ssb-flat,10
delta,trino,ssb_flat_q_26,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1478.0,ssb-flat,10
delta,trino,ssb_flat_q_26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1812.0,ssb-flat,10
delta,trino,ssb_flat_q_26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2607.0,ssb-flat,10
delta,trino,ssb_flat_q_26,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2626.0,ssb-flat,10
delta,trino,ssb_flat_q_26,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1724.0,ssb-flat,10
delta,trino,ssb_flat_q_26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,2764.0,ssb-flat,10
delta,trino,ssb_flat_q_26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,2758.0,ssb-flat,10
delta,trino,ssb_flat_q_26,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2643.0,ssb-flat,10
delta,trino,ssb_flat_q_26,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1931.0,ssb-flat,10
delta,trino,ssb_flat_q_26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2904.0,ssb-flat,10
delta,trino,ssb_flat_q_26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2355.0,ssb-flat,10
delta,trino,ssb_flat_q_26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1918.0,ssb-flat,10
delta,trino,ssb_flat_q_26,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2576.0,ssb-flat,10
delta,trino,ssb_flat_q_26,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1564.0,ssb-flat,10
delta,trino,ssb_flat_q_26,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,3035.0,ssb-flat,10
delta,trino,ssb_flat_q_26,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3567.0,ssb-flat,10
delta,trino,ssb_flat_q_26,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2628.0,ssb-flat,10
delta,trino,ssb_flat_q_26,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1972.0,ssb-flat,10
delta,trino,ssb_flat_q_26,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2752.0,ssb-flat,10
delta,trino,ssb_flat_q_26,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2657.0,ssb-flat,10
delta,trino,ssb_flat_q_27,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,990.0,ssb-flat,10
delta,trino,ssb_flat_q_27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1168.0,ssb-flat,10
delta,trino,ssb_flat_q_27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,4284.0,ssb-flat,10
delta,trino,ssb_flat_q_27,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1353.0,ssb-flat,10
delta,trino,ssb_flat_q_27,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2120.0,ssb-flat,10
delta,trino,ssb_flat_q_27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1540.0,ssb-flat,10
delta,trino,ssb_flat_q_27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1499.0,ssb-flat,10
delta,trino,ssb_flat_q_27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1528.0,ssb-flat,10
delta,trino,ssb_flat_q_27,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1005.0,ssb-flat,10
delta,trino,ssb_flat_q_27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1749.0,ssb-flat,10
delta,trino,ssb_flat_q_27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1273.0,ssb-flat,10
delta,trino,ssb_flat_q_27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1294.0,ssb-flat,10
delta,trino,ssb_flat_q_27,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1453.0,ssb-flat,10
delta,trino,ssb_flat_q_27,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1107.0,ssb-flat,10
delta,trino,ssb_flat_q_27,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1597.0,ssb-flat,10
delta,trino,ssb_flat_q_27,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1609.0,ssb-flat,10
delta,trino,ssb_flat_q_27,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1620.0,ssb-flat,10
delta,trino,ssb_flat_q_27,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1058.0,ssb-flat,10
delta,trino,ssb_flat_q_27,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1624.0,ssb-flat,10
delta,trino,ssb_flat_q_27,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1679.0,ssb-flat,10
delta,trino,ssb_flat_queries,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,873.0,ssb-flat,10
delta,trino,ssb_flat_queries,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1226.0,ssb-flat,10
delta,trino,ssb_flat_queries,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1495.0,ssb-flat,10
delta,trino,ssb_flat_queries,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1410.0,ssb-flat,10
delta,trino,ssb_flat_queries,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1025.0,ssb-flat,10
delta,trino,ssb_flat_queries,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1512.0,ssb-flat,10
delta,trino,ssb_flat_queries,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1515.0,ssb-flat,10
delta,trino,ssb_flat_queries,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1446.0,ssb-flat,10
delta,trino,ssb_flat_queries,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1111.0,ssb-flat,10
delta,trino,ssb_flat_queries,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1488.0,ssb-flat,10
delta,trino,ssb_flat_queries,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1196.0,ssb-flat,10
delta,trino,ssb_flat_queries,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1124.0,ssb-flat,10
delta,trino,ssb_flat_queries,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1480.0,ssb-flat,10
delta,trino,ssb_flat_queries,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,963.0,ssb-flat,10
delta,trino,ssb_flat_queries,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1238.0,ssb-flat,10
delta,trino,ssb_flat_queries,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1490.0,ssb-flat,10
delta,trino,ssb_flat_queries,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1459.0,ssb-flat,10
delta,trino,ssb_flat_queries,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1121.0,ssb-flat,10
delta,trino,ssb_flat_queries,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1465.0,ssb-flat,10
delta,trino,ssb_flat_queries,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1408.0,ssb-flat,10
delta,trino,ssb_flat_q_04,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,2231.988392778464,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,1518.4284536365553,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,1298.4403809205346,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;20.0;36.0;256.0;237.0;280.0|,1089.9538687063693,ssb-flat,10
delta,trino,ssb_flat_q_05,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,841.1067074903764,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,1234.0339263992757,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1308.114842857004,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,2007.210139758134,ssb-flat,10
delta,trino,ssb_flat_q_06,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1899.25432927596,ssb-flat,10
delta,trino,ssb_flat_q_06,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,2162.3573915889774,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,1082.9772880734793,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,1185.9916892831568,ssb-flat,10
delta,trino,ssb_flat_q_09,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,889.3469835854684,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;20.0;36.0;256.0;237.0;280.0|,1031.2312089119307,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,1154.1761605767283,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,790.9756753077362,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,1233.8811498525208,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1106.2329994685722,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,1045.289565881957,ssb-flat,10
delta,trino,ssb_flat_q_11,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1283.9420067130866,ssb-flat,10
delta,trino,ssb_flat_q_14,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,1363.82552380561,ssb-flat,10
delta,trino,ssb_flat_q_14,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,1593.8612366074244,ssb-flat,10
delta,trino,ssb_flat_q_14,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,901.8359084912975,ssb-flat,10
delta,trino,ssb_flat_q_14,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1514.4686080842419,ssb-flat,10
delta,trino,ssb_flat_q_14,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,1575.1089346026656,ssb-flat,10
delta,trino,ssb_flat_q_15,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1060.6289738825783,ssb-flat,10
delta,trino,ssb_flat_q_15,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,1005.0365761117637,ssb-flat,10
delta,trino,ssb_flat_q_15,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1374.6715897559893,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,1632.7523543680827,ssb-flat,10
delta,trino,ssb_flat_q_18,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,1261.562892819661,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,1528.385530126409,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1085.691544220473,ssb-flat,10
delta,trino,ssb_flat_q_18,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1258.6229423416162,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,1144.235715301123,ssb-flat,10
delta,trino,ssb_flat_q_19,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1287.4697053984985,ssb-flat,10
delta,trino,ssb_flat_q_19,103.0;14.0;36.0;20.0;256.0;237.0;280.0|,1484.3959973560663,ssb-flat,10
delta,trino,ssb_flat_q_19,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1580.8079210309047,ssb-flat,10
delta,trino,ssb_flat_q_20,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,1467.0016047250658,ssb-flat,10
delta,trino,ssb_flat_q_20,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,2128.953652765293,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;28.0;17.0;16.0;103.0;156.0|,1058.9611234708298,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;16.0;18.0;32.0;32.0;200.0|,999.9109650713757,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,953.0704626506844,ssb-flat,10
delta,trino,ssb_flat_q_21,103.0;14.0;20.0;36.0;256.0;237.0;280.0|,895.3642463154263,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,1045.2788886964067,ssb-flat,10
delta,trino,ssb_flat_q_21,20.0;18.0;18.0;16.0;32.0;32.0;200.0|,763.3961167073518,ssb-flat,10
delta,trino,ssb_flat_q_21,60.0;17.0;17.0;28.0;16.0;103.0;156.0|,1345.3444395399972,ssb-flat,10
delta,trino,ssb_flat_q_21,30.0;15.0;11.0;15.0;128.0;33.0;106.0|,1340.3570287960533,ssb-flat,10
delta,trino,ssb_flat_q_21,136.0;17.0;21.0;36.0;128.0;155.0;232.0|,1018.6806785260121,ssb-flat,10
delta,trino,ssb_flat_q_22,30.0;15.0;15.0;11.0;128.0;33.0;106.0|,1352.5000729168994,ssb-flat,10
delta,trino,ssb_flat_q_22,136.0;17.0;36.0;21.0;128.0;155.0;232.0|,1642.66507694485,ssb-flat,10
